流水號,序號,期別,補筆路,
5054,21127,131A,2,
5055,22566,131A,2,
5056,22298,131A,2,
5058,22817,131B,1,
5059,22834,131B,1,
5060,22714,131B,1,
5061,22792,131B,1,
5062,22806,131B,2,
5063,22826,131B,2,
5064,22844,131B,2,
5065,22785,131B,2,
5067,22471,131B,2,
5068,22630,131B,2,
5069,22564,131B,1,
5070,22786,131B,1,
5072,22789,131B,2,
5073,22799,131B,2,
5074,22653,131B,2,
5075,22869,132A,1,
5076,22878,132A,1,
5077,22889,132A,1,
5078,22792,132A,2,
5079,22876,132A,2,
5080,22864,132A,2,
5081,22849,132A,2,
5082,22856,132A,2,
5083,22842,132A,2,
5084,22852,132A,2,
5085,22786,132A,2,
5086,22833,132A,1,
5087,22562,132A,2,
5088,22882,132A,1,
5089,22785,132A,2,
5090,22869,132B,1,
5091,22877,132B,1,
5092,22922,132B,1,
5093,22898,132B,2,
5094,22880,132B,2,
5095,22918,132B,2,
5096,22915,132B,2,
5097,22925,132B,2,
5098,22927,132B,2,
5099,22878,132B,2,
5100,22833,132B,2,
5101,22914,132B,2,
5102,22904,132B,2,
5103,22709,132B,1,
5104,22806,132B,2,
5105,22471,132B,2,
5106,22789,132B,2,
5107,22924,133A,1,
5108,22945,133A,1,
5109,22936,133A,1,
5110,22957,133A,1,
5111,22947,133A,1,
5112,22502,133A,2,
5113,22960,133A,2,
5114,22927,133A,2,
5115,22709,133A,2,
5116,22933,133A,2,
5117,22952,133A,2,
5118,22922,133A,2,
5119,22958,133A,2,
5120,22471,133A,2,
5121,22974,133B,1,
5122,22969,133B,1,
5123,22978,133B,1,
5124,22977,133B,1,
5125,22985,133B,2,
5126,22987,133B,2,
5127,17427,133B,2,
5128,22982,133B,2,
5129,22972,133B,2,
5130,22602,133B,2,
5131,22721,133B,2,
5132,22969,134A,1,
5133,22985,134A,2,
5134,23016,134A,2,
5135,23019,134A,2,
5136,23021,134A,2,
5137,22978,134A,2,
5138,23020,134A,2,
5139,22966,134A,2,
5140,23007,134A,2,
5141,23014,134A,2,
5142,23024,134A,2,
5143,23003,134A,2,
5144,22998,134A,2,
5145,22987,134A,2,
5146,23011,134A,1,
5147,22662,134A,2,
5148,22471,134A,2,
5149,22660,134A,2,
5150,23043,134B,1,
5151,23036,134B,1,
5152,23050,134B,1,
5153,23054,134B,2,
5154,22969,134B,2,
5155,23066,134B,2,
5156,23057,134B,2,
5157,23019,134B,2,
5158,22599,134B,2,
5159,22602,134B,2,
5160,22601,134B,2,
5161,22788,134B,2,
5162,22890,134B,2,
5163,22810,134B,1,
5164,22838,134B,1,
5165,22758,135A,1,
5166,22798,135A,1,
5168,22444,135A,2,
5169,22265,135A,2,
5170,23082,135A,2,
5171,23077,135A,2,
5172,23043,135A,2,
5173,23074,135A,2,
5174,23081,135A,2,
5175,23101,135A,2,
5176,23057,135A,2,
5177,22601,135A,2,
5178,22599,135A,2,
5180,23129,135B,1,
5181,23096,135B,1,
5182,23105,135B,1,
5184,23133,135B,2,
5185,23140,135B,2,
5186,23121,135B,2,
5187,23142,135B,2,
5188,23138,135B,2,
5189,22707,135B,1,
5190,23144,135B,2,
5191,23205,135B,2,
5192,23163,136A,1,
5193,23200,136A,1,
5194,22213,136A,1,
5195,23216,136A,1,
5196,23096,136A,1,
5197,23183,136A,2,
5198,23198,136A,2,
5199,23205,136A,2,
5200,23140,136A,2,
5201,23157,136A,2,
5202,23199,136A,2,
5203,23075,136A,2,
5204,23164,136A,2,
5205,23204,136A,2,
5206,23156,136A,2,
5207,23155,136A,2,
5208,23211,136A,2,
5209,23185,136A,2,
5210,23154,136A,2,
5211,23190,136A,2,
5212,22858,136A,1,
5213,23142,136A,2,
5214,23144,136A,2,
5215,23106,136A,2,
5216,23166,136A,2,
5217,23098,136A,1,
5218,23196,136A,1,
5219,23147,136A,1,
5220,23195,136A,1,
5221,23194,136A,2,
5222,22770,136B,1,
5223,23247,136B,1,
5225,23230,136B,2,
5226,23140,136B,2,
5227,23235,136B,2,
5228,23216,136B,2,
5229,23157,136B,2,
5230,23232,136B,2,
5231,23226,136B,2,
5232,23225,136B,2,
5233,22657,136B,2,
5234,22974,136B,2,
5235,23274,136B,2,
5236,23283,137A,1,
5237,23285,137A,1,
5238,23252,137A,1,
5239,23271,137A,2,
5240,23277,137A,2,
5241,23293,137A,2,
5242,23291,137A,2,
5243,23258,137A,2,
5244,22982,137A,2,
5245,23246,137A,2,
5246,23316,137B,1,
5247,23366,137B,1,
5249,23289,137B,1,
5250,23298,137B,1,
5251,23337,137B,1,
5252,23296,137B,1,
5253,23290,137B,1,
5254,23317,137B,1,
5255,23352,137B,1,
5256,23344,137B,2,
5257,23350,137B,2,
5258,23361,137B,2,
5259,23321,137B,2,
5260,23360,137B,2,
5261,23331,137B,2,
5262,23382,137B,2,
5263,23312,137B,2,
5264,23174,137B,1,
5265,17538,137B,1,
5266,23330,137B,2,
5267,23335,137B,1,
5268,23326,137B,2,
5269,23277,137B,2,
5270,23407,138A,1,
5271,23381,138A,1,
5272,23296,138A,1,
5273,23316,138A,1,
5274,23290,138A,1,
5275,18517,138A,1,
5276,23388,138A,1,
5277,17301,138A,1,
5278,23355,138A,1,
5279,23298,138A,2,
5280,23398,138A,2,
5281,23423,138A,2,
5282,23409,138A,2,
5283,23419,138A,2,
5284,23317,138A,2,
5285,23289,138A,2,
5286,23389,138A,2,
5287,23412,138A,2,
5288,23401,138A,2,
5289,23374,138A,2,
5290,23330,138A,2,
5291,23350,138A,2,
5292,23392,138A,2,
5293,23352,138A,1,
5294,19769,138A,2,
5295,23425,138A,2,
5296,23487,138A,2,
5297,23439,138B,1,
5298,23460,138B,1,
5299,23478,138B,2,
5300,23355,138B,2,
5301,17301,138B,2,
5302,23482,138B,2,
5303,23298,138B,2,
5304,23430,138B,2,
5305,23290,138B,2,
5306,22653,138B,2,
5307,23463,138B,2,
5308,23426,138B,2,
5309,23468,138B,2,
5310,23435,138B,2,
5311,23464,138B,2,
5312,23451,138B,2,
5313,23352,138B,1,
5314,23421,138B,1,
5316,23450,138B,2,
5317,23479,138B,1,
5318,17538,138B,2,
5320,19769,138B,2,
5321,23519,139A,1,
5322,23488,139A,1,
5323,23516,139A,1,
5324,23460,139A,1,
5325,23447,139A,2,
5326,19769,139A,2,
5327,23481,139A,2,
5328,23539,139A,2,
5329,23495,139A,2,
5330,23290,139A,2,
5331,23535,139A,2,
5332,23543,139A,2,
5333,23515,139A,2,
5334,23526,139A,2,
5335,23520,139A,2,
5336,23482,139A,2,
5337,23439,139A,2,
5338,23524,139A,2,
5339,23544,139A,2,
5340,23600,139B,1,
5341,23126,139B,1,
5342,23160,139B,1,
5343,23534,139B,1,
5344,22701,139B,1,
5345,23563,139B,1,
5346,23594,139B,1,
5347,23587,139B,1,
5348,23488,139B,1,
5349,23515,139B,2,
5350,23606,139B,2,
5351,23596,139B,2,
5352,23503,139B,2,
5353,23555,139B,2,
5354,23592,139B,2,
5355,23586,139B,2,
5356,23567,139B,2,
5357,23482,139B,2,
5358,23597,139B,2,
5359,23526,139B,2,
5360,23498,139B,2,
5361,23210,139B,2,
5362,23552,139B,1,
5363,23535,139B,2,
5364,23652,140A,1,
5365,20648,140A,1,
5366,23589,140A,1,
5367,23672,140A,1,
5368,23624,140A,1,
5369,23643,140A,1,
5370,23611,140A,1,
5371,23642,140A,2,
5372,23603,140A,2,
5373,23663,140A,2,
5374,23627,140A,2,
5375,23658,140A,2,
5376,23396,140A,2,
5377,23570,140A,2,
5378,23575,140A,2,
5379,23660,140A,2,
5380,23631,140A,2,
5381,23607,140A,2,
5382,23612,140A,2,
5383,23667,140A,2,
5384,23586,140A,2,
5385,23569,140A,2,
5386,23629,140A,1,
5387,23562,140A,1,
5388,23633,140A,2,
5389,23595,140A,1,
5390,23552,140A,2,
5391,22974,140A,2,
5392,23606,140A,2,
5393,22701,140A,2,
5394,23604,140B,1,
5395,23668,140B,1,
5396,23704,140B,1,
5397,23614,140B,1,
5398,23659,140B,1,
5399,23562,140B,1,
5400,23708,140B,1,
5401,23737,140B,1,
5402,23721,140B,1,
5403,23658,140B,2,
5404,23624,140B,2,
5405,23726,140B,2,
5406,23657,140B,2,
5407,23722,140B,2,
5408,23693,140B,2,
5409,23736,140B,2,
5410,23712,140B,2,
5411,23683,140B,2,
5412,23589,140B,2,
5413,23652,140B,2,
5414,23629,140B,2,
5415,23681,140B,2,
5416,22771,140B,1,
5417,23861,141A,2,
5418,23809,141A,2,
5419,23811,141A,2,
5420,23832,141A,2,
5421,23789,141A,2,
5422,23860,141A,1,
5423,23779,141A,1,
5425,23821,141A,1,
5426,23605,141A,2,
5427,23858,141A,2,
5428,23791,141A,2,
5429,23805,141A,1,
5430,23806,141A,1,
5431,23692,141A,2,
5432,23754,141A,2,
5433,23788,141A,2,
5434,23872,141A,2,
5435,23814,141A,1,
5436,23905,141A,1,
5437,23708,141A,2,
5438,23725,141A,2,
5439,23893,141A,2,
5440,23668,141A,2,
5441,23802,141A,2,
5442,23856,141A,2,
5443,23778,141A,1,
5444,23829,141A,2,
5445,23697,141A,2,
5446,23845,141A,2,
5447,23713,141A,2,
5448,23720,141A,2,
5449,23695,141A,1,
5450,23830,141A,1,
5451,23889,141A,2,
5452,23965,141A,2,
5453,23885,141B,1,
5455,23879,141B,1,
5456,23969,141B,1,
5457,23932,141B,1,
5458,23910,141B,1,
5459,23973,141B,1,
5460,23873,141B,1,
5461,23907,141B,1,
5463,24002,141B,1,
5464,23835,141B,2,
5465,23923,141B,2,
5466,23968,141B,2,
5467,23791,141B,2,
5468,23605,141B,2,
5469,23811,141B,2,
5470,23778,141B,2,
5471,23926,141B,2,
5472,23916,141B,2,
5473,23994,141B,2,
5474,23953,141B,2,
5475,23936,141B,2,
5476,23995,141B,2,
5477,24000,141B,2,
5478,23668,141B,2,
5479,23708,141B,2,
5480,23808,141B,1,
5481,23860,141B,2,
5482,23948,141B,2,
5483,23928,141B,2,
5484,23929,141B,2,
5485,23740,141B,2,
5486,22846,141B,1,
5487,24033,142A,1,
5488,24031,142A,1,
5489,24029,142A,1,
5490,23740,142A,2,
5491,24015,142A,2,
5492,24011,142A,2,
5493,24019,142A,2,
5494,24002,142A,2,
5495,23936,142A,2,
5496,24023,142A,2,
5497,24040,142A,2,
5498,24044,142A,2,
5499,24041,142A,2,
5500,24014,142A,1,
5501,23887,142A,1,
5502,23508,142A,1,
5503,23793,142A,1,
5504,24064,142B,1,
5505,24083,142B,1,
5506,23665,142B,1,
5507,24068,142B,1,
5508,23316,142B,1,
5510,24054,142B,2,
5512,20300,142B,2,
5513,24019,142B,2,
5514,24029,142B,2,
5515,24053,142B,2,
5516,24076,142B,2,
5517,24061,142B,2,
5518,23936,142B,2,
5519,24031,143A,1,
5520,24114,143A,1,
5521,24075,143A,2,
5522,24096,143A,2,
5523,23504,143A,2,
5524,24014,143A,2,
5525,23316,143A,2,
5526,24064,143A,2,
5527,24120,143A,2,
5528,24113,143A,2,
5529,24119,143A,2,
5530,24102,143A,2,
5531,24036,143A,2,
5532,24019,143A,2,
5533,24068,143A,2,
5534,24122,143A,2,
5535,24126,143A,2,
5536,23523,143B,1,
5537,24141,143B,1,
5538,24127,143B,1,
5539,24152,143B,1,
5540,24162,143B,1,
5541,23876,143B,1,
5542,24068,143B,2,
5543,24159,143B,2,
5544,24147,143B,2,
5545,24102,143B,2,
5546,24073,143B,2,
5547,24151,143B,2,
5548,24128,143B,2,
5549,24036,143B,2,
5550,24161,143B,2,
5551,23679,143B,2,
5552,24088,143B,2,
5553,24044,143B,2,
5554,23772,144A,1,
5555,24142,144A,1,
5556,24203,144A,1,
5557,4622,144A,1,
5558,24177,144A,1,
5559,24206,144A,1,
5560,24183,144A,1,
5561,24212,144A,1,
5562,24197,144A,1,
5563,24198,144A,1,
5564,24102,144A,2,
5565,24202,144A,2,
5566,24178,144A,2,
5567,24182,144A,2,
5568,24184,144A,2,
5569,24194,144A,2,
5570,24209,144A,2,
5571,24210,144A,2,
5572,23523,144A,2,
5573,24036,144A,2,
5574,23562,144A,1,
5575,23679,144A,2,
5576,24253,144B,1,
5577,24220,144B,1,
5578,24230,144B,1,
5579,24222,144B,1,
5580,24225,144B,1,
5581,24257,144B,1,
5582,24258,144B,2,
5583,24242,144B,2,
5584,24206,144B,2,
5585,24212,144B,2,
5586,24227,144B,2,
5587,24263,144B,2,
5588,24262,144B,2,
5589,24224,144B,2,
5590,24260,144B,2,
5591,24233,144B,2,
5592,24183,144B,2,
5593,24266,144B,2,
5594,24229,144B,2,
5595,24142,144B,2,
5596,23946,144B,1,
5597,24130,144B,1,
5598,23626,145A,1,
5599,23978,145A,1,
5600,24269,145A,1,
5601,24290,145A,1,
5602,24268,145A,1,
5604,24225,145A,1,
5605,24287,145A,1,
5606,24197,145A,1,
5607,24291,145A,2,
5608,23864,145A,2,
5609,24177,145A,2,
5610,23858,145A,2,
5611,23941,145A,2,
5612,24068,145A,2,
5613,24296,145A,2,
5614,24212,145A,2,
5615,23917,145A,1,
5616,23918,145A,1,
5617,23992,145A,2,
5618,24252,145A,1,
5619,23562,145A,2,
5620,24043,145A,1,
5621,23974,145A,1,
5622,23919,145A,1,
5623,23806,145A,2,
5624,24216,145A,1,
5625,24301,145A,1,
5626,23252,145A,1,
5627,24298,145B,1,
5628,23710,145B,1,
5629,24313,145B,1,
5630,24305,145B,1,
5631,24216,145B,1,
5632,23885,145B,2,
5633,24056,145B,2,
5634,24323,145B,2,
5635,24304,145B,2,
5636,24307,145B,2,
5637,23509,145B,2,
5638,23782,145B,2,
5639,24000,145B,2,
5640,23562,145B,2,
5641,23918,145B,2,
5642,24306,145B,2,
5643,24320,145B,2,
5644,24142,145B,2,
5645,24252,145B,1,
5646,24301,145B,2,
5647,23858,145B,2,
5648,24049,145B,1,
5649,24299,146A,1,
5650,24351,146A,1,
5651,24197,146A,1,
5652,24307,146A,2,
5653,24335,146A,2,
5654,24356,146A,2,
5655,24056,146A,2,
5656,24142,146A,2,
5657,24374,146B,1,
5658,24413,146B,1,
5659,24370,146B,1,
5660,24412,146B,1,
5661,24299,146B,1,
5662,24384,146B,1,
5663,24361,146B,1,
5664,24376,146B,2,
5665,24357,146B,2,
5666,24369,146B,2,
5667,24382,146B,2,
5668,24366,146B,2,
5669,24335,146B,2,
5670,24367,146B,2,
5671,24397,146B,2,
5672,24377,146B,2,
5673,23160,146B,2,
5674,24383,146B,2,
5675,23858,146B,2,
5676,23934,146B,1,
5677,24287,146B,2,
5678,22597,147A,1,
5679,24441,147A,1,
5680,24435,147A,1,
5681,23479,147A,1,
5682,23854,147A,1,
5683,24396,147A,1,
5684,24437,147A,2,
5685,24376,147A,2,
5686,24422,147A,2,
5687,24364,147A,2,
5688,24477,147B,1,
5689,24411,147B,1,
5690,24496,147B,1,
5691,24495,147B,1,
5692,24466,147B,1,
5693,24474,147B,1,
5694,24423,147B,1,
5695,24472,147B,1,
5696,24438,147B,1,
5697,24465,147B,1,
5698,24505,147B,1,
5700,24507,147B,1,
5701,24473,147B,1,
5702,24480,147B,1,
5703,24486,147B,2,
5704,24475,147B,2,
5705,24517,147B,2,
5706,24464,147B,2,
5707,24453,147B,2,
5708,24441,147B,2,
5709,24448,147B,2,
5710,24410,147B,2,
5711,24484,147B,2,
5712,24485,147B,2,
5713,16625,147B,1,
5714,24478,147B,2,
5715,24555,148A,1,
5716,24446,148A,1,
5717,24493,148A,1,
5718,24567,148A,1,
5719,24588,148A,1,
5720,24536,148A,1,
5721,24539,148A,1,
5723,24553,148A,1,
5724,24575,148A,1,
5725,24505,148A,1,
5726,24491,148A,1,
5727,24496,148A,1,
5728,24570,148A,1,
5729,24448,148A,2,
5730,24534,148A,2,
5731,24517,148A,2,
5732,24547,148A,2,
5733,24464,148A,2,
5734,24538,148A,2,
5735,24535,148A,2,
5736,24585,148A,2,
5737,24441,148A,2,
5738,24494,148A,2,
5739,24466,148A,2,
5740,24533,148A,2,
5741,24582,148A,2,
5742,24465,148A,2,
5743,24324,148B,1,
5745,24627,148B,1,
5746,24625,148B,1,
5747,24505,148B,1,
5748,24616,148B,1,
5749,24603,148B,1,
5750,24626,148B,2,
5751,24628,148B,2,
5752,24555,148B,2,
5753,24441,148B,2,
5754,24553,148B,2,
5755,24538,148B,2,
5756,24608,148B,2,
5757,24612,148B,2,
5758,24496,148B,2,
5759,24614,148B,1,
5760,24607,149A,1,
5761,24678,149A,1,
5764,23671,149A,1,
5765,24556,149A,1,
5766,24600,149A,1,
5767,24610,149A,1,
5769,24676,149A,1,
5770,24616,149A,1,
5771,24627,149A,1,
5772,24324,149A,1,
5774,24677,149A,2,
5775,24614,149A,2,
5776,24689,149A,2,
5777,24685,149A,2,
5778,24628,149A,2,
5779,24465,149A,2,
5780,24464,149A,2,
5781,24687,149A,2,
5782,24659,149A,2,
5783,24691,149A,2,
5784,24651,149A,2,
5785,24650,149A,2,
5786,24660,149B,1,
5787,24749,149B,1,
5789,23469,149B,1,
5790,24491,149B,1,
5791,24729,149B,1,
5792,24616,149B,1,
5793,24765,149B,1,
5794,24698,149B,1,
5795,24705,149B,1,
5796,23835,149B,2,
5797,23791,149B,2,
5798,24682,149B,2,
5799,24556,149B,2,
5800,24727,149B,2,
5801,24731,149B,2,
5802,24707,149B,2,
5803,24706,149B,2,
5804,24709,149B,2,
5805,24677,149B,2,
5806,24750,149B,2,
5807,23671,149B,2,
5808,24627,149B,2,
5809,24614,149B,2,
5810,24701,149B,2,
5811,24759,149B,2,
5812,24704,149B,2,
5813,24744,149B,2,
5814,23737,149B,2,
5815,24496,149B,2,
5816,24229,149B,2,
5817,24711,149B,2,
5818,24702,149B,2,
5819,24691,149B,2,
5820,24659,149B,2,
5821,24708,149B,2,
5822,24723,149B,2,
5823,24753,149B,2,
5825,24342,150A,1,
5826,24865,150A,1,
5827,24815,150A,1,
5828,24785,150A,1,
5829,24710,150A,1,
5830,24616,150A,1,
5831,24825,150A,1,
5832,24851,150A,1,
5833,24848,150A,1,
5834,24768,150A,1,
5835,24795,150A,1,
5836,23961,150A,1,
5837,23835,150A,2,
5838,24660,150A,2,
5839,24727,150A,2,
5840,23469,150A,2,
5841,24781,150A,2,
5842,24831,150A,2,
5843,24856,150A,2,
5844,24704,150A,2,
5845,24818,150A,2,
5846,24863,150A,2,
5847,24824,150A,2,
5848,24794,150A,2,
5849,24855,150A,2,
5850,24859,150A,2,
5851,23748,150A,2,
5852,24808,150A,2,
5853,24683,150A,2,
5854,24711,150A,2,
5855,24779,150A,2,
5856,23960,150A,2,
5857,24774,150A,2,
5858,24540,150B,1,
5860,24956,150B,1,
5861,24733,150B,1,
5862,24933,150B,1,
5863,24923,150B,1,
5864,24893,150B,1,
5865,24710,150B,1,
5867,24976,150B,2,
5869,24863,150B,2,
5870,24951,150B,2,
5871,24804,150B,2,
5872,24864,150B,2,
5873,24921,150B,2,
5874,24953,150B,2,
5875,24815,150B,2,
5876,24890,150B,2,
5877,24892,150B,2,
5878,24922,150B,2,
5879,24972,150B,2,
5880,24962,150B,2,
5881,24587,150B,2,
5882,24987,150B,2,
5883,24329,150B,2,
5884,24790,150B,2,
5885,24868,150B,2,
5886,24899,150B,2,
5887,24825,150B,2,
5888,24939,150B,2,
5889,24889,150B,2,
5890,24824,150B,2,
5891,24801,150B,2,
5892,24927,150B,2,
5893,24912,150B,2,
5894,24914,150B,2,
5895,24021,150B,1,
5896,23922,150B,2,
5897,24861,150B,2,
5898,24982,151A,1,
5899,25082,151A,1,
5900,24975,151A,1,
5901,25097,151A,1,
5902,24852,151A,1,
5903,25033,151A,1,
5904,24909,151A,1,
5905,25078,151A,1,
5906,25104,151A,1,
5907,25172,151A,1,
5908,25131,151A,1,
5909,25059,151A,1,
5910,24916,151A,1,
5911,25151,151A,2,
5912,24999,151A,2,
5913,25054,151A,2,
5914,24972,151A,2,
5915,24710,151A,2,
5916,25116,151A,2,
5917,25113,151A,2,
5918,24938,151A,2,
5919,25099,151A,2,
5920,25105,151A,2,
5921,24981,151A,2,
5922,24734,151A,2,
5923,24017,151A,2,
5924,24923,151A,2,
5925,23922,151A,2,
5926,24892,151A,2,
5927,24944,151A,2,
5928,25003,151A,2,
5929,24864,151A,2,
5930,24804,151A,2,
5931,24976,151A,2,
5932,25069,151A,2,
5933,25009,151A,2,
5934,24991,151A,2,
5935,25074,151A,2,
5936,25090,151A,2,
5937,25017,151A,2,
5938,24928,151A,2,
5939,25029,151A,2,
5940,24788,151A,1,
5941,25122,151B,1,
5943,25205,151B,1,
5944,25132,151B,1,
5945,25190,151B,1,
5946,25167,151B,1,
5947,25121,151B,1,
5948,25276,151B,1,
5949,25308,151B,1,
5950,25035,151B,2,
5951,24587,151B,2,
5952,25102,151B,2,
5953,25108,151B,2,
5954,25373,151B,2,
5955,25112,151B,2,
5956,25342,151B,2,
5957,25166,151B,2,
5958,25105,151B,2,
5959,24981,151B,2,
5960,25101,151B,2,
5961,25066,151B,2,
5962,25328,151B,2,
5963,25140,151B,2,
5964,25227,151B,2,
5966,24721,151B,2,
5967,25296,151B,2,
5968,25202,151B,2,
5969,24982,151B,2,
5970,25181,151B,2,
5971,25177,151B,2,
5972,25209,151B,2,
5973,23854,151B,2,
5974,25231,151B,2,
5975,25253,151B,2,
5976,25372,151B,2,
5977,25334,151B,2,
5978,24999,151B,2,
5979,25073,151B,2,
5980,25050,151B,2,
5981,25138,151B,2,
5982,25172,151B,2,
5983,25197,151B,2,
5984,25134,151B,2,
5985,25137,151B,2,
5986,14406,151B,1,
5987,24865,151B,2,
5988,24784,152A,1,
5989,25430,152A,1,
5990,25261,152A,1,
5991,25288,152A,1,
5992,25313,152A,1,
5993,25363,152A,1,
5994,25364,152A,1,
5995,24267,152A,1,
5996,25146,152A,1,
5997,25392,152A,1,
5998,25266,152A,1,
5999,25336,152A,1,
6000,25343,152A,1,
6001,24709,152A,2,
6002,25128,152A,2,
6003,25442,152A,2,
6004,25422,152A,2,
6005,25190,152A,2,
6006,25205,152A,2,
6007,24982,152A,2,
6008,25245,152A,2,
6009,25280,152A,2,
6010,25271,152A,2,
6011,25244,152A,2,
6012,25181,152A,2,
6013,25385,152A,2,
6014,25247,152A,2,
6015,25105,152A,2,
6016,24981,152A,2,
6017,25270,152A,2,
6018,25243,152A,2,
6020,24265,152A,2,
6021,25259,152A,2,
6022,25351,152A,2,
6023,25337,152A,2,
6024,25365,152A,2,
6025,25318,152A,2,
6026,25418,152A,2,
6027,25328,152A,2,
6028,25112,152A,2,
6029,25342,152A,2,
6030,25382,152A,2,
6031,25227,152A,2,
6032,25316,152A,2,
6033,25421,152A,2,
6034,25416,152A,1,
6035,24676,152A,1,
6036,25388,152A,1,
6037,25294,152A,1,
6038,25283,152A,2,
6039,25373,152A,2,
6040,25143,152A,1,
6041,25396,152A,2,
6042,25101,152A,2,
6044,25391,152A,2,
6045,25140,152A,2,
6046,24932,152A,1,
6047,25263,152A,1,
6048,25174,152A,2,
6049,24891,152B,1,
6050,25403,152B,1,
6051,25476,152B,1,
6052,25471,152B,1,
6053,25292,152B,1,
6054,24588,152B,1,
6055,18517,152B,1,
6056,25451,152B,1,
6057,25479,152B,1,
6058,25467,152B,1,
6059,24676,152B,1,
6060,25364,152B,1,
6061,25252,152B,1,
6062,25313,152B,1,
6063,25496,152B,1,
6064,25437,152B,2,
6065,25478,152B,2,
6066,25414,152B,2,
6067,25400,152B,2,
6068,25461,152B,2,
6069,25472,152B,2,
6070,25488,152B,2,
6071,25431,152B,2,
6072,25410,152B,2,
6073,25146,152B,2,
6074,25424,152B,2,
6076,25495,152B,2,
6077,25105,152B,2,
6078,25469,152B,2,
6079,25498,152B,2,
6080,25442,152B,2,
6081,25422,152B,2,
6082,25363,152B,2,
6083,25365,152B,2,
6084,25438,152B,1,
6085,24784,152B,2,
6086,25190,152B,2,
6087,25388,152B,2,
6088,25435,152B,2,
6089,25446,152B,2,
6090,25263,152B,2,
6091,25155,153A,1,
6092,24954,153A,1,
6093,25525,153A,1,
6094,25538,153A,1,
6095,25534,153A,1,
6096,24290,153A,1,
6097,19000,153A,1,
6098,25261,153A,1,
6099,25411,153A,1,
6100,25430,153A,1,
6101,25520,153A,1,
6102,25524,153A,1,
6103,24676,153A,1,
6104,25518,153A,1,
6106,25517,153A,1,
6107,25292,153A,2,
6108,25519,153A,2,
6109,25507,153A,2,
6110,25526,153A,2,
6111,25364,153A,2,
6112,25190,153A,2,
6113,25541,153A,2,
6114,25438,153A,2,
6115,25437,153A,2,
6116,25544,153A,2,
6117,25449,153A,2,
6118,24709,153A,2,
6119,25505,153A,2,
6120,25270,153A,2,
6121,25103,153A,2,
6122,25461,153A,2,
6123,25476,153A,2,
6124,25451,153A,2,
6125,24891,153A,1,
6127,25574,153B,1,
6128,25554,153B,1,
6129,24695,153B,1,
6130,25511,153B,1,
6131,25547,153B,1,
6132,25534,153B,1,
6133,25573,153B,1,
6134,25550,153B,1,
6135,24178,153B,2,
6136,24676,153B,2,
6137,25564,153B,2,
6138,25557,153B,2,
6139,25571,153B,2,
6140,25461,153B,2,
6141,25105,153B,2,
6142,25531,153B,1,
6143,25508,153B,1,
6144,18517,153B,2,
6145,25507,153B,2,
6146,25362,154A,1,
6147,7420,154A,1,
6148,25593,154A,1,
6150,25551,154A,1,
6151,25612,154A,1,
6152,25605,154A,1,
6153,25602,154A,1,
6154,24695,154A,2,
6155,25547,154A,2,
6156,25584,154A,2,
6157,25511,154A,2,
6158,25583,154A,2,
6159,25531,154A,2,
6160,25609,154A,2,
6161,25604,154A,2,
6162,25573,154A,2,
6163,25571,154A,2,
6164,25460,154A,1,
6165,25589,154B,1,
6166,24930,154B,1,
6167,25460,154B,1,
6168,25551,154B,1,
6169,25616,154B,1,
6170,25623,154B,2,
6171,25614,154B,2,
6172,25620,154B,2,
6173,25627,154B,2,
6174,25617,154B,2,
6175,25636,154B,2,
6176,25633,154B,2,
6177,25547,154B,2,
6178,25571,154B,2,
6179,25625,154B,2,
6180,25619,154B,2,
6181,25605,154B,2,
6182,25604,154B,2,
6183,24983,154B,2,
6184,25637,154B,2,
6185,25602,154B,2,
6186,25075,154B,2,
6188,25443,155A,1,
6189,25667,155A,1,
6190,25570,155A,1,
6191,24420,155A,1,
6192,24491,155A,1,
6193,25656,155A,1,
6194,25650,155A,1,
6195,25455,155A,2,
6196,25665,155A,2,
6197,25662,155A,2,
6198,25672,155A,2,
6199,25673,155A,2,
6200,25619,155A,2,
6201,25669,155A,2,
6202,25663,155A,2,
6203,25679,155A,2,
6204,25681,155A,2,
6205,25637,155A,2,
6206,25659,155A,2,
6207,25675,155A,2,
6208,24342,155A,2,
6209,24267,155A,1,
6210,25434,155B,1,
6211,25087,155B,1,
6214,25718,155B,1,
6215,25695,155B,1,
6216,25690,155B,1,
6217,25693,155B,2,
6218,25692,155B,2,
6219,25683,155B,2,
6220,25455,155B,2,
6221,24852,155B,2,
6222,24839,155B,2,
6223,25672,155B,2,
6224,25650,155B,2,
6225,25687,155B,2,
6226,25700,155B,2,
6227,25667,155B,2,
6228,25698,155B,2,
6229,25426,155B,1,
6230,25285,155B,1,
6231,25284,155B,1,
6232,25269,155B,1,
6233,25696,155B,2,
6234,25492,155B,1,
6235,25105,155B,2,
6236,25724,156A,1,
6237,25726,156A,1,
6239,25015,156A,1,
6240,25508,156A,1,
6241,25730,156A,1,
6242,25736,156A,1,
6243,25753,156A,1,
6244,25742,156A,1,
6245,25628,156A,2,
6246,25746,156A,2,
6247,25699,156A,2,
6248,24519,156A,2,
6249,25675,156A,2,
6250,24420,156A,2,
6251,24852,156A,2,
6252,25426,156A,2,
6253,25650,156A,2,
6254,25695,156A,2,
6255,25718,156A,1,
6256,25317,156A,2,
6257,25690,156A,1,
6258,25087,156A,2,
